credit_score,salary,loan_amount,experience_years,company_stability,education_level,college_tier,device_age_days,email_age_years,upi_usage,phone_verified,linkedin_skills_count,linkedin_verified,vpn_usage,multiple_devices,disposable_email,impossible_login,job_stability_score,education_score,linkedin_score,device_trust_score,email_trust_score,default
621,173893,29789,11,6,3,2,390,13,2,1,36,1,0,0,0,0,8.0,6.5,10.0,5.95,10.0,0
817,24695,6617,8,9,2,3,930,12,1,1,7,0,0,0,0,0,8.6,4.0,2.6500000000000004,8.65,10.0,0
624,228138,8333,16,5,5,2,916,9,2,1,0,1,0,0,0,0,9.4,9.5,6.2,8.58,9.399999999999999,0
711,34318,45002,1,4,2,1,786,2,2,1,12,1,0,0,0,0,2.8,6.0,5.0,7.93,5.2,0
617,70934,68620,15,7,2,3,15,8,1,0,25,1,0,0,0,0,10.0,4.0,9.75,1.0,8.8,0
381,173403,92688,6,5,2,3,579,10,2,1,15,1,0,0,0,0,5.4,4.0,6.45,6.895,10.0,0
773,141282,94627,17,8,3,2,621,12,1,1,48,1,0,0,0,0,10.0,6.5,10.0,7.105,10.0,0
767,203744,5511,6,8,1,2,643,7,1,1,38,0,0,0,0,0,7.2,3.5,6.9,7.215,8.2,0
724,111891,42850,0,2,1,3,366,5,0,1,46,1,0,0,0,0,1.2,2.5,9.899999999999999,5.83,7.0,0
503,227932,87172,2,5,3,2,166,10,1,1,45,1,0,0,0,0,3.8,6.5,10.0,4.83,10.0,0
686,244757,91053,20,8,2,3,210,12,2,1,27,1,0,0,0,0,10.0,4.0,10.0,5.05,10.0,0
397,88754,36786,10,3,2,3,234,14,1,1,48,1,0,0,0,0,5.8,4.0,10.0,5.17,10.0,0
644,105677,79356,21,7,3,2,992,2,0,0,22,1,0,0,0,0,10.0,6.5,10.0,4.96,5.2,0
507,122320,41244,14,3,3,3,472,9,2,0,6,1,0,1,0,1,7.4,5.5,6.7,2.36,9.399999999999999,0
813,153909,79714,24,6,2,2,788,7,1,1,23,1,0,0,0,0,10.0,5.0,10.0,7.9399999999999995,8.2,0
465,145261,72261,24,2,1,1,672,12,1,1,45,1,0,1,0,0,10.0,4.5,10.0,7.359999999999999,10.0,0
321,125338,23477,2,6,5,3,931,1,1,1,7,0,0,0,0,0,4.3999999999999995,8.5,1.4500000000000002,8.655000000000001,4.6,0
453,60077,51533,23,6,2,1,266,10,2,1,44,1,0,0,0,0,10.0,6.0,10.0,5.33,10.0,0
738,99915,39469,12,8,2,2,999,3,0,1,0,0,0,0,0,0,9.600000000000001,5.0,2.4000000000000004,8.995000000000001,5.8,0
594,155311,13496,3,5,3,3,602,3,1,1,3,1,0,0,0,0,4.2,5.5,4.05,7.01,5.8,0
518,237420,17270,22,1,2,3,440,8,2,1,42,1,0,0,0,0,9.4,4.0,10.0,6.2,8.8,0
794,49669,81008,21,8,2,2,887,7,1,1,40,1,0,0,0,0,10.0,5.0,10.0,8.434999999999999,8.2,0
529,68624,25724,7,9,2,3,434,6,2,1,18,1,0,0,0,0,8.2,4.0,7.1,6.17,7.6,0
319,95147,35416,21,1,2,1,416,3,1,0,21,1,0,0,0,0,9.0,6.0,10.0,2.08,5.8,0
447,155222,40575,3,5,4,3,621,6,2,1,35,1,0,0,0,0,4.2,7.0,8.85,7.105,7.6,0
407,162181,86190,17,6,1,3,114,0,2,1,0,1,0,0,0,0,10.0,2.5,6.4,4.57,4.0,0
702,177088,81614,6,4,2,3,261,10,2,1,18,0,0,0,0,0,4.800000000000001,4.0,3.9,5.305,10.0,0
782,163008,98566,10,2,4,3,654,7,2,1,28,1,0,1,0,0,5.2,7.0,9.2,7.27,8.2,0
666,162108,78108,3,5,1,2,108,7,2,1,18,1,0,0,0,0,4.2,3.5,6.3,4.54,8.2,0
713,190308,22408,12,4,3,2,187,8,2,1,42,1,0,0,0,0,7.200000000000001,6.5,10.0,4.9350000000000005,8.8,0
608,165093,24359,8,7,2,2,274,8,1,1,5,1,0,0,0,0,7.4,5.0,5.35,5.37,8.8,0
433,56943,13698,8,6,3,3,141,0,2,1,24,1,0,0,0,0,6.8,5.5,8.2,4.705,4.0,0
582,133694,75392,22,3,2,2,208,14,1,0,38,1,0,0,0,0,10.0,5.0,10.0,1.04,10.0,0
372,232079,98063,20,9,1,3,714,9,2,1,22,1,0,0,0,0,10.0,2.5,10.0,7.57,9.399999999999999,0
780,201088,44492,18,4,2,3,729,6,0,1,0,1,0,0,0,0,9.6,4.0,6.6,7.645,7.6,0
651,174316,79781,2,5,3,1,66,14,2,1,14,1,0,0,0,0,3.8,7.5,5.5,4.33,10.0,0
625,214099,48634,24,3,3,3,901,0,2,1,24,1,1,0,0,0,10.0,5.5,10.0,8.504999999999999,4.0,0
742,143351,47864,24,8,3,3,418,5,0,0,3,1,0,0,0,0,10.0,5.5,8.25,2.09,7.0,0
399,58985,99482,11,7,2,2,963,4,2,1,44,0,0,0,0,0,8.600000000000001,5.0,8.8,8.815000000000001,6.4,0
358,152574,42355,10,7,2,3,271,10,1,1,43,1,0,0,0,0,8.2,4.0,10.0,5.355,10.0,0
807,73836,42690,19,8,3,2,751,1,1,1,0,1,0,0,0,0,10.0,6.5,6.800000000000001,7.755,4.6,0
557,119714,42814,10,7,3,2,663,12,2,1,39,1,0,0,0,0,8.2,6.5,10.0,7.3149999999999995,10.0,0
712,23770,36645,16,3,3,3,584,2,0,1,20,1,0,0,0,0,8.2,5.5,9.2,6.92,5.2,0
751,62865,89814,20,3,2,3,127,14,2,1,42,1,0,0,0,0,9.8,4.0,10.0,4.635,10.0,0
364,73811,77739,13,2,1,2,494,7,0,1,9,1,0,0,0,0,6.4,3.5,6.95,6.470000000000001,8.2,0
453,24001,61630,15,1,2,3,980,1,2,1,1,1,0,0,0,0,6.6,4.0,6.15,8.9,4.6,0
565,80848,53171,23,5,2,2,330,14,2,1,16,1,1,0,0,0,10.0,5.0,10.0,5.65,10.0,0
378,72635,26658,9,4,4,3,317,10,2,1,12,0,0,0,0,0,6.0,7.0,3.5999999999999996,5.585,10.0,0
614,40946,20797,3,2,3,3,499,3,2,1,26,1,0,0,0,0,2.4000000000000004,5.5,7.5,6.495,5.8,0
547,217206,63799,9,1,2,2,330,2,1,1,40,1,0,0,0,0,4.2,5.0,10.0,5.65,5.2,0
713,115852,57236,19,3,2,3,766,11,1,1,47,1,0,0,0,0,9.4,4.0,10.0,7.83,10.0,0
324,111103,11265,11,6,1,2,902,6,2,1,27,1,0,0,0,0,8.0,3.5,9.25,8.51,7.6,0
583,243116,77134,8,2,4,1,365,7,2,1,48,1,0,0,0,0,4.4,9.0,10.0,5.825,8.2,0
748,63744,87678,14,7,4,3,657,3,2,1,9,0,0,0,0,0,9.8,7.0,4.15,7.285,5.8,0
600,137729,58494,8,7,1,2,617,5,2,1,48,1,0,0,0,0,7.4,3.5,10.0,7.085,7.0,0
367,190231,57268,6,3,3,3,746,2,1,1,9,1,0,0,0,0,4.2,5.5,5.55,7.73,5.2,0
306,246884,31998,23,1,2,3,529,6,2,1,45,1,0,0,0,0,9.8,4.0,10.0,6.645,7.6,0
436,43671,96426,11,9,2,1,535,7,2,0,46,1,0,0,0,0,9.8,6.0,10.0,2.675,8.2,0
463,167522,99414,19,5,3,2,33,6,1,1,8,1,0,0,0,0,10.0,6.5,8.0,4.165,7.6,0
382,165980,66339,23,2,3,2,201,3,2,1,33,1,0,0,0,0,10.0,6.5,10.0,5.005,5.8,0
719,208347,19306,13,8,3,2,762,13,1,1,45,0,0,0,0,0,10.0,6.5,9.35,7.8100000000000005,10.0,0
372,195430,69006,21,4,1,1,358,9,2,1,38,1,0,0,0,0,10.0,4.5,10.0,5.79,9.399999999999999,0
536,200119,52345,15,7,2,1,34,11,0,1,3,1,0,0,0,0,10.0,6.0,6.45,4.17,10.0,0
345,186590,16885,18,5,2,3,399,8,2,0,44,1,0,1,0,0,10.0,4.0,10.0,1.995,8.8,0
561,77813,48826,22,3,2,3,650,9,1,1,3,1,0,0,0,0,10.0,4.0,7.8500000000000005,7.25,9.399999999999999,0
475,116748,60597,2,8,2,2,608,14,1,1,3,1,0,0,0,0,5.6,5.0,3.85,7.04,10.0,0
465,157878,12443,10,2,2,2,754,7,2,1,40,0,0,0,0,0,5.2,5.0,8.0,7.77,8.2,0
669,124733,22084,22,1,2,3,810,5,2,1,10,1,0,0,0,0,9.4,4.0,8.9,8.05,7.0,0
353,191963,94447,20,5,2,3,919,1,2,1,0,1,0,0,0,0,10.0,4.0,7.0,8.594999999999999,4.6,0
718,146865,9383,19,4,3,2,968,9,2,1,44,1,0,0,0,0,10.0,6.5,10.0,8.84,9.399999999999999,0
806,103551,97313,18,7,3,3,577,6,1,1,20,1,0,0,0,0,10.0,5.5,9.6,6.885,7.6,0
640,149335,39361,7,9,3,3,199,8,1,1,24,1,0,0,0,0,8.2,5.5,8.0,4.995,8.8,0
426,59220,85294,19,6,2,3,37,8,1,1,8,1,0,0,0,0,10.0,4.0,8.0,4.185,8.8,0
708,37158,66331,7,1,2,1,550,8,2,1,24,1,0,0,0,0,3.4000000000000004,6.0,8.0,6.75,8.8,0
666,100992,25529,2,8,1,3,500,8,2,1,17,1,0,0,0,0,5.6,2.5,5.949999999999999,6.5,8.8,0
570,178660,63574,9,2,1,2,497,5,1,1,6,1,0,0,0,0,4.8,3.5,5.7,6.484999999999999,7.0,0
678,82576,93627,12,4,2,3,800,0,2,1,45,1,0,0,1,0,7.200000000000001,4.0,10.0,8.0,1.0,0
372,108027,35932,8,3,1,2,181,13,0,1,25,1,0,0,0,0,5.0,3.5,8.35,4.905,10.0,0
547,175260,6908,5,6,3,3,47,5,1,1,48,1,0,0,0,0,5.6,5.5,10.0,4.235,7.0,0
342,243687,35358,14,2,5,3,954,4,2,1,17,1,0,0,0,0,6.800000000000001,8.5,8.35,8.77,6.4,0
676,78830,35412,15,5,1,3,308,6,0,1,0,1,0,0,0,0,9.0,2.5,6.0,5.54,7.6,0
340,155091,88710,4,9,3,3,275,12,2,1,8,0,0,0,0,0,7.0,5.5,2.0,5.375,10.0,0
469,32419,86032,20,3,1,2,36,7,1,1,9,1,0,0,0,0,9.8,3.5,8.35,4.18,8.2,0
511,53697,7928,12,2,3,3,657,0,2,1,47,1,0,0,0,0,6.000000000000001,5.5,10.0,7.285,4.0,0
792,104932,70158,18,2,3,3,757,13,2,1,10,0,0,0,0,0,8.4,5.5,5.1,7.785,10.0,0
338,139712,35632,1,9,4,1,766,9,1,1,31,1,0,0,0,0,5.8,9.0,7.85,7.83,9.399999999999999,0
668,115428,37309,5,6,1,3,461,3,1,0,20,1,0,0,0,0,5.6,2.5,7.0,2.305,5.8,0
450,159045,14280,0,2,2,3,478,3,0,1,35,0,0,0,0,0,1.2,4.0,5.25,6.390000000000001,5.8,0
410,106649,45449,14,3,1,3,94,12,0,1,31,0,1,0,0,0,7.4,2.5,7.449999999999999,4.47,10.0,0
779,142649,92171,14,1,2,3,935,0,2,1,18,1,0,0,0,0,6.2,4.0,8.5,8.675,4.0,0
735,31136,31957,13,2,4,3,22,10,2,1,7,1,0,0,0,0,6.4,7.0,6.65,4.11,10.0,0
346,104739,41895,6,2,3,3,579,3,1,1,34,1,0,0,0,0,3.6000000000000005,5.5,9.3,6.895,5.8,0
665,82502,75499,4,2,3,3,268,6,2,1,21,1,0,0,0,0,2.8,5.5,6.95,5.34,7.6,0
368,182357,98057,19,7,2,3,989,14,1,0,3,1,0,0,0,0,10.0,4.0,7.25,4.945,10.0,0
598,43039,26695,24,3,4,3,109,13,2,0,28,1,0,0,0,0,10.0,7.0,10.0,1.0,10.0,0
595,86720,79893,15,4,2,3,625,14,1,0,30,1,0,0,0,0,8.4,4.0,10.0,3.125,10.0,0
502,143168,68123,16,2,1,1,270,5,2,0,7,0,0,0,0,0,7.6000000000000005,4.5,4.25,1.35,7.0,0
360,108263,30176,10,5,3,2,287,3,2,1,11,1,0,0,0,0,7.0,6.5,6.65,5.4350000000000005,5.8,0
613,79155,23409,14,9,2,3,963,1,2,1,4,1,0,0,1,0,10.0,4.0,6.4,8.815000000000001,1.0,0
460,36911,61967,19,9,1,3,75,11,1,1,29,1,0,0,0,0,10.0,2.5,10.0,4.375,10.0,0
630,20916,5987,15,7,1,2,610,12,2,1,34,1,0,1,0,0,10.0,3.5,10.0,7.05,10.0,0
827,79052,59462,2,8,3,1,817,6,2,1,36,1,0,1,0,0,5.6,7.5,8.8,8.085,7.6,0
637,220182,72501,5,5,3,2,609,7,2,1,3,1,0,0,0,0,5.0,6.5,4.45,7.045,8.2,0
603,37790,31015,20,5,2,3,387,8,0,1,42,0,0,0,0,0,10.0,4.0,10.0,5.9350000000000005,8.8,0
802,234233,99727,22,3,3,3,526,8,2,1,20,1,0,0,0,0,10.0,5.5,10.0,6.63,8.8,0
637,156278,71404,12,6,3,3,665,13,2,1,15,1,0,0,0,0,8.4,5.5,7.65,7.325,10.0,0
849,141937,55281,0,1,4,2,126,3,1,1,17,1,0,0,0,0,1.0,8.0,5.55,4.63,5.8,0
574,105053,42146,20,3,2,2,792,2,2,0,30,1,0,0,0,0,9.8,5.0,10.0,3.96,5.2,0
463,69950,53231,13,2,3,2,508,4,1,1,37,1,0,1,0,0,6.4,6.5,10.0,6.54,6.4,0
742,136211,34032,1,7,3,2,214,5,2,1,31,1,0,0,0,0,4.6000000000000005,6.5,7.85,5.07,7.0,0
618,76361,33305,1,9,2,3,596,11,2,1,47,0,0,0,0,0,5.8,4.0,7.25,6.98,10.0,0
803,81451,59306,14,4,2,2,89,12,1,1,32,1,0,0,0,0,8.0,5.0,10.0,4.445,10.0,0
686,57696,93176,17,7,2,1,27,7,0,1,18,0,0,0,0,0,10.0,6.0,6.1,4.135,8.2,0
793,232713,23318,8,8,1,2,738,2,1,1,19,1,1,0,0,0,8.0,3.5,7.45,7.6899999999999995,5.2,0
789,219298,18246,2,2,2,2,952,13,0,1,47,1,0,0,0,0,2.0,5.0,10.0,8.76,10.0,0
372,122395,38844,3,7,2,1,623,14,1,0,9,1,0,0,0,0,5.4,6.0,4.95,3.115,10.0,0
808,144121,37602,14,3,1,2,653,12,2,1,25,0,0,0,0,0,7.4,3.5,6.550000000000001,7.265000000000001,10.0,0
689,66728,26584,4,8,1,2,830,5,2,1,45,1,0,0,0,0,6.4,3.5,10.0,8.15,7.0,0
594,75401,20169,19,6,2,2,67,4,2,1,17,1,0,0,0,0,10.0,5.0,9.35,4.335,6.4,0
668,217298,30968,19,3,3,2,121,12,2,0,44,1,0,1,0,0,9.4,6.5,10.0,1.0,10.0,0
848,45103,11385,4,8,3,3,606,6,1,1,44,1,0,0,0,0,6.4,5.5,10.0,7.029999999999999,7.6,0
486,185335,78758,9,3,2,3,852,13,1,1,14,1,0,0,0,0,5.4,4.0,6.9,8.26,10.0,0
744,227693,30444,15,9,2,3,835,8,2,1,35,1,0,0,0,0,10.0,4.0,10.0,8.175,8.8,0
662,70044,67497,24,3,2,3,637,6,1,1,17,1,0,0,0,0,10.0,4.0,10.0,7.1850000000000005,7.6,0
422,77730,10362,11,1,1,3,324,10,1,1,30,1,0,0,0,1,5.0,2.5,9.7,5.62,10.0,0
487,45825,13250,24,2,1,2,171,5,1,1,14,0,0,0,0,0,10.0,3.5,6.9,4.855,7.0,0
719,227328,73354,13,4,3,2,807,8,2,1,37,1,0,0,0,0,7.6,6.5,10.0,8.035,8.8,0
551,57271,41368,21,2,2,2,959,9,2,1,28,0,0,0,0,0,9.6,5.0,8.4,8.795,9.399999999999999,0
848,97256,49109,10,4,3,2,333,3,2,1,41,1,1,0,0,0,6.4,6.5,10.0,5.665,5.8,0
634,197804,85589,18,4,3,3,727,13,1,1,14,1,1,0,0,0,9.6,5.5,8.7,7.635,10.0,0
391,86433,62645,5,4,1,1,340,0,2,1,0,1,0,0,0,0,4.4,4.5,4.0,5.7,4.0,0
829,233702,61997,9,1,2,3,589,7,0,1,36,1,0,0,0,0,4.2,4.0,10.0,6.945,8.2,0
362,121999,32426,19,9,2,1,931,5,2,1,40,1,0,0,0,0,10.0,6.0,10.0,8.655000000000001,7.0,0
811,43572,44023,2,7,2,3,908,5,1,0,22,1,0,0,0,0,5.0,4.0,6.699999999999999,4.54,7.0,0
438,58546,64267,21,2,2,3,769,13,2,1,45,1,0,0,0,0,9.6,4.0,10.0,7.845000000000001,10.0,0
484,166222,29892,14,3,5,3,511,14,2,1,10,0,0,0,0,0,7.4,8.5,4.300000000000001,6.555,10.0,0
504,74165,64232,10,8,3,3,66,4,2,0,37,0,0,0,0,0,8.8,5.5,7.55,1.0,6.4,0
513,83690,99897,21,7,4,1,174,9,2,1,15,1,0,0,0,0,10.0,9.0,9.45,4.87,9.399999999999999,0
555,204736,64225,1,4,1,3,175,10,2,1,29,0,0,1,0,0,2.8,2.5,4.55,4.875,10.0,0
434,233407,21007,24,4,1,2,306,2,1,1,28,0,0,0,0,0,10.0,3.5,9.0,5.53,5.2,0
387,226271,84777,23,9,1,3,13,5,2,1,40,1,1,0,0,0,10.0,2.5,10.0,4.065,7.0,0
506,56948,49858,5,5,2,2,419,0,2,1,2,1,0,0,0,0,5.0,5.0,4.3,6.095000000000001,4.0,0
428,188102,50073,16,5,2,2,816,6,2,1,39,1,0,0,0,0,9.4,5.0,10.0,8.08,7.6,0
302,47007,94438,17,7,3,3,886,5,0,1,16,1,0,0,0,0,10.0,5.5,8.8,8.43,7.0,0
420,120819,95042,3,1,2,1,115,4,1,1,25,1,0,1,0,0,1.8000000000000003,6.0,7.35,4.575,6.4,0
684,111207,88098,22,3,4,2,629,12,2,1,8,0,0,0,0,0,10.0,8.0,5.6000000000000005,7.145,10.0,0
337,241993,25239,8,2,4,2,691,13,2,1,16,0,0,0,0,0,4.4,8.0,4.0,7.455,10.0,0
640,96772,67969,9,6,1,3,788,2,1,1,36,1,0,0,0,0,7.199999999999999,2.5,10.0,7.9399999999999995,5.2,0
320,42024,18065,20,6,4,3,788,7,1,1,30,1,0,0,0,0,10.0,7.0,10.0,7.9399999999999995,8.2,0
541,190456,46291,1,1,2,3,575,12,2,1,30,1,0,0,0,0,1.0,4.0,7.7,6.875,10.0,0
754,102912,43805,10,6,2,3,175,3,0,1,10,1,0,0,0,0,7.6,4.0,6.5,4.875,5.8,0
602,169229,23443,10,2,3,1,263,8,2,1,37,1,0,0,0,0,5.2,7.5,10.0,5.3149999999999995,8.8,0
368,105481,14290,10,4,1,3,797,8,2,1,21,1,0,0,1,0,6.4,2.5,8.15,7.984999999999999,4.8,0
428,108553,5211,0,6,4,3,675,4,1,1,45,1,1,0,0,0,3.5999999999999996,7.0,9.75,7.375,6.4,0
495,152828,88634,13,3,3,3,137,10,2,1,2,1,0,0,0,0,7.0,5.5,5.9,4.6850000000000005,10.0,0
439,219184,24072,0,3,4,2,495,6,0,1,48,1,0,0,0,0,1.7999999999999998,8.0,10.0,6.475,7.6,0
743,242075,48290,20,3,5,1,85,5,2,0,27,1,0,0,0,0,9.8,10.0,10.0,1.0,7.0,0
582,122488,90186,22,4,2,1,896,11,2,1,31,1,0,0,0,0,10.0,6.0,10.0,8.48,10.0,0
611,116741,20115,24,9,1,1,230,11,2,1,3,1,0,0,0,0,10.0,4.5,8.25,5.15,10.0,0
834,209123,10149,8,4,1,2,791,5,2,1,39,1,0,0,0,0,5.6,3.5,10.0,7.955,7.0,0
576,215667,46992,23,4,2,1,443,14,2,1,37,0,0,0,0,0,10.0,6.0,10.0,6.215,10.0,0
360,98210,22716,0,4,1,2,644,3,2,1,10,1,0,0,0,0,2.4,3.5,4.5,7.220000000000001,5.8,0
618,194166,18621,20,7,3,2,546,9,2,1,0,1,0,0,0,0,10.0,6.5,7.0,6.73,9.399999999999999,0
351,238961,11820,21,5,2,3,448,12,2,1,46,0,0,0,0,0,10.0,4.0,10.0,6.24,10.0,0
452,246457,47800,21,2,5,3,444,11,2,1,15,1,0,0,0,0,9.6,8.5,9.45,6.220000000000001,10.0,0
610,155607,60043,3,7,3,2,627,14,0,1,33,1,0,0,0,0,5.4,6.5,8.55,7.135,10.0,0
843,207107,35399,0,3,1,3,627,7,2,1,44,1,0,1,0,0,1.7999999999999998,2.5,9.6,7.135,8.2,0
688,67367,19002,18,1,2,3,624,12,2,1,31,1,0,0,0,0,7.8,4.0,10.0,7.12,10.0,0
847,168190,48098,9,9,2,3,995,10,2,1,43,1,1,0,0,0,9.0,4.0,10.0,8.975,10.0,0
476,210884,50511,14,5,2,3,787,10,2,1,45,1,1,1,0,0,8.600000000000001,4.0,10.0,7.9350000000000005,10.0,0
661,79884,58243,19,1,2,1,535,13,2,1,32,1,0,0,0,0,8.200000000000001,6.0,10.0,6.675,10.0,0
613,217240,33750,3,1,1,3,142,10,1,0,10,1,0,0,0,0,1.8000000000000003,2.5,5.1,1.0,10.0,0
396,164352,96610,19,1,3,2,450,9,2,0,35,1,0,0,0,0,8.200000000000001,6.5,10.0,2.25,9.399999999999999,0
512,165818,22310,13,9,2,1,543,2,2,1,12,0,0,0,1,0,10.0,6.0,4.4,6.715,1.2,0
436,122572,60398,4,8,3,3,596,4,2,1,19,0,0,0,0,0,6.4,5.5,3.6500000000000004,6.98,6.4,0
305,73251,87542,14,6,3,3,806,0,2,1,24,1,0,1,0,0,9.2,5.5,9.4,8.030000000000001,4.0,0
408,104821,80207,14,6,2,2,400,0,2,1,5,1,0,0,0,0,9.2,5.0,6.550000000000001,6.0,4.0,0
846,103583,49345,24,6,1,3,253,12,2,1,36,1,0,0,0,0,10.0,2.5,10.0,5.265,10.0,0
338,30207,98430,15,4,3,1,777,8,1,1,25,1,0,0,0,0,8.4,7.5,9.75,7.885,8.8,0
724,222199,96729,15,5,5,3,155,3,2,1,3,1,0,0,0,0,9.0,8.5,6.45,4.775,5.8,0
560,47757,56843,3,3,2,2,424,8,2,1,44,1,0,0,0,0,3.0,5.0,10.0,6.12,8.8,0
725,167298,15222,24,3,2,2,436,6,1,1,25,0,0,0,0,0,10.0,5.0,8.55,6.18,7.6,0
386,246340,94322,8,7,1,3,221,9,2,1,17,0,0,0,0,0,7.4,2.5,4.15,5.105,9.399999999999999,0
764,212479,36509,0,5,2,2,258,7,1,1,12,1,0,0,0,0,3.0,5.0,4.8,5.29,8.2,0
375,178278,5386,4,8,2,1,44,10,2,0,7,0,0,0,0,0,6.4,6.0,1.85,1.0,10.0,0
770,171328,69334,8,5,2,2,848,8,2,1,46,1,0,1,0,0,6.2,5.0,10.0,8.24,8.8,0
713,53822,72170,19,4,3,2,262,0,0,1,32,1,0,0,1,0,10.0,6.5,10.0,5.3100000000000005,1.0,0
756,61340,45878,4,3,2,3,871,6,2,1,42,1,0,0,0,0,3.4,4.0,10.0,8.355,7.6,0
584,203306,74669,3,2,1,2,781,7,0,1,15,1,0,1,0,0,2.4000000000000004,3.5,5.85,7.904999999999999,8.2,0
538,63351,43349,15,3,2,3,828,13,2,1,41,1,0,0,0,0,7.8,4.0,10.0,8.14,10.0,0
671,126311,26952,1,7,4,2,871,1,2,1,38,1,0,0,0,0,4.6000000000000005,8.0,8.9,8.355,4.6,0
794,199743,95352,15,8,2,2,295,13,2,1,30,1,0,0,0,0,10.0,5.0,10.0,5.475,10.0,0
344,95320,26529,17,5,5,2,871,9,2,1,39,1,0,0,1,0,9.8,9.5,10.0,8.355,5.3999999999999995,0
700,122565,76303,1,1,2,3,702,8,2,1,22,1,0,0,0,1,1.0,4.0,6.5,7.51,8.8,0
546,186229,46521,15,3,2,1,219,11,0,1,15,0,0,0,0,0,7.8,6.0,5.25,5.095,10.0,0
749,39937,23383,0,4,1,2,119,0,2,1,9,0,0,0,0,0,2.4,3.5,1.3499999999999999,4.595,4.0,0
784,205362,9901,15,4,3,2,339,11,2,1,35,1,0,0,0,0,8.4,6.5,10.0,5.695,10.0,0
317,197779,47889,2,1,2,3,151,13,1,1,30,1,0,0,0,0,1.4,4.0,7.9,4.755,10.0,0
588,31219,19633,14,9,3,1,685,14,1,1,43,1,0,0,0,0,10.0,7.5,10.0,7.425,10.0,0
713,29399,67244,10,4,3,3,96,2,1,1,31,1,0,0,0,0,6.4,5.5,9.649999999999999,4.48,5.2,0
534,146733,24163,9,2,3,2,149,12,1,1,20,1,0,0,0,0,4.8,6.5,7.8,4.745,10.0,0
715,249920,64019,16,9,1,1,341,10,2,1,15,0,0,0,0,0,10.0,4.5,5.45,5.705,10.0,0
798,178729,15707,3,4,3,2,683,8,2,1,28,1,0,0,0,0,3.6,6.5,7.800000000000001,7.415,8.8,0
414,40047,93112,16,4,2,1,35,0,2,1,49,1,0,1,0,0,8.8,6.0,10.0,4.175,4.0,0
533,227167,88597,3,6,2,3,655,3,1,1,47,1,0,0,0,0,4.8,4.0,10.0,7.275,5.8,0
839,105693,50101,18,8,2,3,878,9,2,1,44,1,0,0,0,0,10.0,4.0,10.0,8.39,9.399999999999999,0
310,120931,49706,24,5,3,1,636,5,2,1,15,1,0,0,0,0,10.0,7.5,10.0,7.18,7.0,0
505,223226,82084,0,8,1,2,702,5,2,1,14,1,0,0,0,0,4.8,3.5,5.1,7.51,7.0,0
546,195963,20115,13,1,2,2,920,13,0,1,7,1,0,0,0,0,5.8,5.0,6.65,8.6,10.0,0
426,157852,80379,23,4,2,2,371,3,2,1,14,1,0,0,0,0,10.0,5.0,9.700000000000001,5.855,5.8,0
446,47050,44979,10,1,2,2,880,9,2,1,20,1,0,0,0,0,4.6,5.0,8.0,8.4,9.399999999999999,0
417,93551,45641,24,3,1,3,668,9,2,1,20,0,1,0,0,0,10.0,2.5,7.800000000000001,7.34,9.399999999999999,0
681,88666,74377,6,7,1,1,369,14,2,1,6,1,0,0,0,0,6.6000000000000005,4.5,5.1,5.845,10.0,0
711,244691,11416,16,1,1,3,952,9,2,1,18,1,0,0,0,0,7.0,2.5,8.9,8.76,9.399999999999999,0
662,102016,15633,3,5,2,2,224,9,2,1,21,1,0,0,0,0,4.2,5.0,6.75,5.12,9.399999999999999,0
808,133135,5594,9,1,4,2,86,0,0,1,45,0,0,0,0,0,4.2,8.0,8.55,4.43,4.0,0
436,73010,19393,16,6,2,2,104,4,1,1,37,1,0,0,0,0,10.0,5.0,10.0,4.52,6.4,0
474,58165,40380,3,9,2,2,966,13,1,1,12,1,0,0,0,0,6.6,5.0,5.4,8.83,10.0,0
588,31528,50056,18,3,2,1,227,4,2,1,25,0,0,0,0,0,9.0,6.0,7.35,5.135,6.4,0
780,140840,93279,17,6,3,1,884,2,2,1,43,0,0,0,0,0,10.0,7.5,9.850000000000001,8.42,5.2,0
318,200680,9861,16,4,1,2,377,10,2,1,21,0,0,0,0,0,8.8,3.5,6.35,5.885,10.0,0
494,156986,41126,5,6,1,3,61,2,1,1,6,0,0,0,0,0,5.6,2.5,1.9,4.305,5.2,0
629,57136,85382,6,2,2,1,283,3,1,1,34,1,0,0,0,0,3.6000000000000005,6.0,9.3,5.415,5.8,0
474,162251,96713,5,4,5,3,453,2,1,1,2,0,0,0,0,0,4.4,8.5,1.3,6.265000000000001,5.2,0
748,106008,38682,24,7,2,2,696,13,1,1,34,1,0,0,0,0,10.0,5.0,10.0,7.48,10.0,0
653,32076,23228,11,6,1,3,834,14,1,1,46,0,0,0,0,0,8.0,2.5,9.1,8.17,10.0,0
798,143911,29009,8,9,2,2,42,2,1,1,15,0,0,0,0,0,8.6,5.0,3.85,4.21,5.2,0
440,175855,5094,17,7,1,2,881,2,0,1,44,1,0,0,0,0,10.0,3.5,10.0,8.405000000000001,5.2,0
392,136625,85636,1,1,1,3,425,6,2,1,15,0,0,0,0,0,1.0,2.5,2.45,6.125,7.6,0
538,197788,57221,24,6,3,2,653,8,1,1,1,0,0,0,0,0,10.0,6.5,4.950000000000001,7.265000000000001,8.8,0
504,70298,22430,16,3,2,3,434,10,0,1,37,1,0,0,0,0,8.2,4.0,10.0,6.17,10.0,0
